age_group,gender,employment_status,income_bracket_aed,fitness_goal,workouts_per_week,diet_style,allergy_flags,orders_per_week,avg_spend_aed,preferred_meal_time,subscribe_intent,meals_per_week_sub,max_budget_aed,nutrition_tracking_importance,customization_level,spice_level,pause_likelihood,fav_add_ons,eco_pack_score,distance_km,diet_change_freq,nps_intent
2,2,2,2,1,6,5,None,8,80.3,2,3,8,2760.0,4,3,3,4,"Protein shake,Side salad",4,2,1,4
2,2,2,1,4,0,3,Nuts,2,64.8,2,4,3,804.0,5,3,3,1,Protein shake,4,1,2,10
2,1,2,3,1,3,1,None,4,74.9,1,4,6,2038.0,5,3,5,3,"Dessert pot,Side salad",1,2,0,4
3,2,2,3,2,7,1,None,3,66.0,1,4,5,1424.0,5,3,1,2,"Dessert pot,Side salad,Soup",4,1,0,5
1,1,1,3,2,4,1,None,3,89.0,3,3,5,1558.0,4,2,4,3,Protein shake,1,3,1,4
1,1,4,3,4,0,1,Dairy,5,70.4,3,3,4,936.0,4,3,1,2,None,3,3,1,9
2,1,2,2,1,3,7,Nuts,3,54.4,4,3,2,478.0,4,2,5,3,Side salad,5,2,2,0
3,2,2,3,3,1,1,None,4,74.8,2,1,4,1312.0,2,2,1,5,None,5,1,0,1
1,4,2,2,3,4,1,"Gluten,Nuts",9,61.3,3,2,9,2516.0,2,3,3,3,None,1,2,1,3
3,1,1,1,2,5,4,Soy,6,92.1,3,3,5,1623.0,5,1,3,4,Soup,5,2,0,8
5,2,2,4,2,5,4,"Gluten,Shellfish",4,89.7,3,3,3,957.0,4,2,2,4,None,1,2,0,2
1,2,1,2,3,1,6,None,4,90.7,3,2,4,1496.0,2,3,4,5,None,5,1,0,2
3,1,1,2,4,2,1,None,6,82.4,2,3,8,2274.0,4,2,2,3,Protein shake,4,1,0,5
2,1,2,5,3,6,6,"Dairy,Soy",5,87.2,3,2,4,1282.0,4,1,2,5,None,4,2,0,0
4,1,2,3,1,1,1,None,2,88.9,3,1,3,1200.0,3,1,2,5,"Protein shake,Side salad",4,3,0,5
1,3,3,3,3,2,7,"Nuts,Soy",4,75.6,2,3,4,1129.0,4,2,3,4,Soup,3,3,0,8
3,1,2,3,2,6,4,"Gluten,Nuts",1,71.8,3,3,1,231.0,4,3,2,4,Dessert pot,4,3,0,3
4,2,2,4,2,4,5,"Nuts,Shellfish",6,92.3,2,3,8,3000.0,4,3,4,3,None,4,3,0,6
4,1,2,3,3,3,1,None,4,80.5,3,3,6,1685.0,4,2,2,2,"Protein shake,Soup",4,4,2,8
3,2,1,4,1,3,4,None,7,99.2,2,2,7,2440.0,3,2,3,3,Side salad,5,1,3,7
2,1,2,3,3,8,4,None,2,68.8,1,2,1,222.0,2,3,3,4,None,3,2,1,7
3,2,2,5,2,5,1,Nuts,4,109.9,3,1,3,1360.0,1,3,3,4,None,2,1,3,4
4,2,2,4,3,6,1,None,2,81.2,3,3,2,666.0,4,2,2,3,None,4,1,1,9
2,2,2,4,1,1,7,None,4,108.9,2,1,3,1096.0,3,1,4,5,Protein shake,3,2,0,3
1,2,4,4,2,2,4,Nuts,4,80.0,4,3,5,1312.0,5,2,4,4,Dessert pot,5,2,1,2
4,1,5,1,3,6,6,Soy,2,53.2,2,2,4,848.0,4,1,3,4,"Protein shake,Dessert pot",5,2,1,4
3,2,2,3,1,1,4,Nuts,5,82.7,1,3,7,2576.0,4,2,2,2,None,4,2,2,5
3,1,2,3,1,2,1,None,19,59.3,1,2,21,3000.0,4,1,3,3,Protein shake,5,1,1,4
1,1,2,1,4,0,1,Nuts,19,60.4,3,2,20,3000.0,3,2,5,3,"Protein shake,Side salad,Soup",4,1,1,0
3,2,2,3,1,5,7,None,3,101.1,3,2,5,2190.0,3,2,1,5,Soup,4,1,0,0
2,1,2,3,4,0,3,None,3,69.7,4,1,4,978.0,2,2,4,4,None,5,2,0,7
3,2,2,3,1,1,1,None,20,76.4,1,3,19,3000.0,4,3,3,4,None,5,2,1,7
1,4,4,5,2,6,5,Soy,3,103.7,3,3,4,1550.0,5,2,2,4,"Protein shake,Dessert pot",4,2,3,8
3,1,2,5,3,3,1,Soy,6,119.4,4,3,8,3000.0,5,1,3,4,Soup,5,1,0,10
5,2,2,2,3,5,5,None,11,61.3,3,3,13,3000.0,4,2,3,4,None,4,2,0,3
1,1,2,2,2,5,1,Nuts,9,83.3,2,4,11,3000.0,5,3,3,3,"Dessert pot,Soup",3,2,0,8
5,1,4,3,2,5,1,Gluten,1,88.8,4,4,3,1248.0,5,3,5,2,Dessert pot,4,1,2,7
2,1,2,2,3,5,1,Shellfish,4,77.6,3,3,5,1275.0,5,2,4,4,"Protein shake,Dessert pot",3,3,1,7
4,2,2,4,1,3,1,"Gluten,Shellfish",6,98.0,2,2,7,2434.0,4,1,3,5,None,4,2,1,0
3,2,2,3,2,8,4,Shellfish,5,70.6,1,2,5,1374.0,3,2,2,5,Side salad,4,2,2,5
2,2,4,3,1,3,4,Soy,4,73.1,3,1,4,1378.0,2,2,2,5,None,3,2,0,2
3,4,1,2,2,1,5,None,3,83.0,3,4,4,1589.0,5,3,5,1,None,5,2,3,7
4,1,4,4,1,2,4,Dairy,4,78.4,2,2,3,753.0,3,2,5,4,"Dessert pot,Soup",5,1,3,0
2,1,2,2,1,2,1,None,4,48.4,2,1,6,1034.0,1,3,4,5,Dessert pot,4,2,2,6
2,2,2,3,2,2,5,None,4,83.3,1,2,5,1667.0,3,2,5,5,"Protein shake,Soup",5,1,0,3
3,2,2,3,1,0,6,None,6,74.7,3,2,6,1932.0,4,1,2,3,Side salad,4,3,0,0
4,1,2,3,1,6,1,"Gluten,Nuts",4,91.5,1,4,3,1167.0,5,3,4,3,None,4,1,0,3
3,1,1,1,3,2,1,Gluten,3,46.9,3,2,4,676.0,4,1,3,4,"Protein shake,Soup",3,1,0,6
3,2,4,3,2,10,4,None,3,90.4,3,2,5,1589.0,3,2,4,3,"Protein shake,Soup",1,1,0,1
2,2,2,2,3,5,1,None,3,75.2,3,4,5,1212.0,5,3,3,2,"Protein shake,Dessert pot",4,2,0,4
4,1,2,3,3,6,1,None,7,87.9,3,3,9,3000.0,4,3,4,3,"Protein shake,Soup",5,3,1,5
1,1,1,2,1,2,5,Shellfish,7,66.1,3,2,9,2264.0,2,2,3,4,None,5,1,3,5
2,2,2,3,3,2,5,Nuts,6,101.0,3,4,7,3000.0,5,2,5,1,"Protein shake,Dessert pot",5,2,0,10
1,2,2,2,1,3,3,None,6,61.4,3,3,5,1141.0,4,2,2,4,Dessert pot,5,4,1,2
2,1,2,1,3,3,4,"Dairy,Nuts,Shellfish",1,73.7,2,1,1,325.0,1,2,3,5,Dessert pot,5,2,0,4
2,2,2,4,4,1,1,None,4,107.5,3,1,4,1424.0,1,3,4,4,Side salad,2,3,1,5
2,1,2,1,2,4,4,"Dairy,Soy",6,71.4,1,2,7,2248.0,2,3,3,3,Soup,5,3,0,7
3,1,5,3,3,3,3,None,5,88.8,3,4,7,2875.0,5,3,2,1,Dessert pot,3,2,0,10
2,2,2,3,1,3,2,Gluten,5,93.4,3,3,5,1692.0,4,3,3,3,"Protein shake,Soup",3,2,0,6
2,2,4,3,2,3,1,None,4,70.0,3,2,5,1199.0,3,2,3,5,Dessert pot,1,3,2,10
1,1,1,1,3,2,4,Gluten,3,51.3,3,2,4,721.0,3,2,2,4,"Protein shake,Dessert pot",4,4,0,5
2,2,2,1,1,1,5,None,2,71.6,3,3,3,986.0,4,2,4,2,None,5,1,1,8
1,2,2,2,1,2,4,"Gluten,Dairy",2,62.7,3,1,3,688.0,2,2,2,5,None,5,2,0,5
1,2,2,2,2,4,1,"Gluten,Soy",9,81.5,2,2,11,3000.0,4,1,4,4,Protein shake,4,2,3,3
3,2,4,4,3,4,1,Nuts,8,96.2,3,2,7,3000.0,3,2,2,3,None,5,2,3,2
3,2,1,1,2,8,2,Soy,6,44.2,3,3,7,1322.0,5,1,3,2,"Protein shake,Dessert pot",2,2,1,3
3,2,1,1,4,0,1,None,5,66.8,2,3,4,1211.0,5,2,3,2,Side salad,3,2,1,5
2,1,4,3,1,1,5,"Gluten,Nuts",4,55.3,3,1,6,1458.0,1,1,5,5,None,4,1,1,1
2,1,2,2,2,8,5,Soy,5,89.6,3,2,6,2042.0,3,2,2,3,None,4,1,2,0
4,1,2,1,3,4,3,None,6,36.6,3,3,8,1341.0,4,2,3,4,"Dessert pot,Soup",4,4,3,3
2,2,2,1,1,1,5,None,4,59.4,3,3,3,738.0,4,2,2,2,None,3,2,3,10
2,2,4,1,3,5,1,"Dairy,Shellfish",6,54.0,2,3,5,1148.0,4,2,4,3,"Protein shake,Dessert pot,Side salad",5,1,2,10
1,1,1,2,1,2,4,Soy,8,97.2,3,4,9,3000.0,5,2,4,1,Protein shake,3,1,0,10
2,1,1,1,1,1,1,None,3,51.2,2,1,5,1221.0,1,2,4,5,"Protein shake,Side salad",3,3,2,4
2,2,2,3,1,2,1,"Gluten,Dairy,Soy",6,75.2,2,1,5,1717.0,1,2,5,5,Soup,5,2,1,2
2,1,5,1,4,1,1,None,3,59.5,3,2,2,409.0,4,1,3,5,None,5,2,1,5
2,2,2,2,2,3,7,Gluten,8,88.0,3,3,10,3000.0,4,2,3,3,Soup,3,1,1,3
2,1,2,3,3,0,1,Shellfish,6,78.5,3,3,6,2071.0,5,1,2,2,Protein shake,3,3,0,2
3,2,2,4,1,0,1,Gluten,5,78.6,4,1,7,1783.0,3,1,4,5,None,4,1,0,0
3,2,5,1,2,1,5,None,5,44.3,3,3,6,993.0,5,1,3,3,Protein shake,5,2,0,6
4,1,4,2,2,3,1,"Gluten,Nuts",3,62.6,2,1,3,761.0,3,1,3,5,Dessert pot,4,3,1,0
3,1,5,2,4,2,1,Gluten,11,72.7,3,2,12,3000.0,3,2,2,3,None,3,1,1,2
5,1,1,1,3,2,4,Dairy,5,35.9,3,2,4,660.0,3,2,4,3,None,3,1,1,2
1,2,1,1,3,5,1,"Dairy,Shellfish",3,59.5,3,1,4,1100.0,1,3,3,5,None,1,1,2,4
1,2,2,3,1,1,6,None,7,67.9,4,4,9,2891.0,5,2,3,2,Side salad,1,2,3,7
1,1,4,3,2,3,5,Gluten,13,68.2,3,1,12,2810.0,1,2,3,5,"Dessert pot,Soup",2,4,0,1
3,2,2,4,2,4,1,Soy,6,81.5,3,2,7,1898.0,4,1,2,4,"Side salad,Soup",5,2,1,3
4,2,2,3,4,1,1,None,7,96.9,3,2,9,3000.0,2,2,4,4,Side salad,3,4,0,3
1,1,3,3,1,0,4,"Gluten,Soy",6,81.2,2,1,8,2902.0,1,2,4,5,Protein shake,4,1,2,3
4,1,1,2,1,2,1,None,4,66.2,4,3,6,1456.0,5,2,3,3,None,3,2,1,5
1,2,2,3,2,3,4,Dairy,4,78.0,4,3,4,1119.0,5,2,4,2,"Protein shake,Side salad,Soup",5,4,0,4
4,2,2,4,1,0,5,None,5,77.6,3,2,5,1563.0,3,2,2,4,Soup,4,3,2,3
2,2,2,4,1,0,5,None,3,77.8,2,3,4,1236.0,4,2,3,3,Soup,5,2,0,2
1,2,3,2,3,3,3,None,5,74.8,3,3,7,2077.0,5,2,1,2,Dessert pot,5,1,1,8
2,2,2,2,2,7,5,None,5,64.0,3,3,6,1478.0,5,1,3,2,"Protein shake,Soup",5,1,1,6
2,1,2,3,3,4,1,None,9,60.0,2,3,8,2094.0,4,3,5,4,None,1,2,2,4
2,2,2,3,3,3,1,None,2,84.9,2,2,2,710.0,4,1,3,5,None,4,3,0,1
2,2,2,1,1,2,5,Shellfish,5,52.2,2,2,5,1039.0,4,1,3,5,Soup,5,3,0,0
4,2,2,5,2,2,2,None,3,78.9,3,2,5,1717.0,3,3,3,4,None,2,3,0,8
2,1,2,1,1,1,3,Nuts,20,60.1,3,3,21,3000.0,4,2,1,3,None,4,2,1,8
2,1,1,2,4,2,5,None,11,75.0,4,2,13,3000.0,4,1,3,5,None,3,2,0,2
3,1,1,2,2,9,3,None,5,90.4,2,3,4,1379.0,5,2,3,2,Side salad,3,2,3,8
3,1,2,5,2,3,1,Nuts,3,76.8,2,2,5,1430.0,3,2,3,5,None,5,2,0,8
2,1,2,1,1,0,4,None,3,65.9,2,2,3,804.0,3,2,3,3,None,4,2,0,4
2,2,4,3,2,5,5,None,3,90.0,4,2,2,654.0,3,3,2,5,Protein shake,3,2,0,1
1,2,3,2,1,4,1,Soy,2,100.9,3,3,2,733.0,4,2,3,4,"Dessert pot,Side salad",5,1,0,6
1,1,3,2,2,3,5,None,8,83.6,4,3,7,1946.0,4,2,3,3,"Protein shake,Side salad",5,2,3,4
3,2,2,2,3,3,1,Soy,3,83.3,4,2,3,1060.0,3,3,2,3,Side salad,4,2,3,4
1,1,2,3,3,2,1,None,1,93.3,1,2,2,870.0,4,1,3,5,"Protein shake,Soup",5,2,0,5
2,1,2,2,1,1,1,None,2,64.8,2,2,3,835.0,4,1,5,5,"Protein shake,Dessert pot",3,2,2,0
3,1,2,2,2,1,1,Soy,5,200.0,3,1,6,3000.0,3,1,5,4,"Dessert pot,Side salad",4,1,0,0
1,2,1,2,3,3,4,None,4,70.2,2,1,5,1523.0,3,1,4,5,Protein shake,2,2,0,4
2,1,2,3,1,3,3,Nuts,5,75.1,3,3,6,2139.0,5,2,2,2,Side salad,2,2,0,7
2,1,5,2,3,3,7,None,4,88.4,3,3,4,1322.0,4,2,4,4,"Protein shake,Dessert pot",4,1,3,3
5,1,2,5,1,0,1,None,2,101.4,3,3,4,1577.0,4,2,3,2,Soup,4,1,1,2
2,2,1,1,3,4,6,None,8,72.4,2,4,9,2384.0,5,3,5,1,None,5,2,1,6
4,1,3,5,2,3,4,None,15,94.6,2,2,15,3000.0,3,2,3,3,Soup,3,2,0,0
2,2,2,4,2,6,1,"Gluten,Nuts,Shellfish",6,75.8,3,2,6,1708.0,3,2,2,5,None,4,2,1,8
1,2,4,3,3,7,1,None,2,69.2,2,3,3,688.0,4,2,2,2,"Protein shake,Dessert pot",4,1,3,9
3,2,3,1,1,2,4,None,8,48.3,3,3,9,1988.0,3,3,2,3,Dessert pot,5,2,2,7
5,2,5,1,1,0,5,Soy,5,58.6,2,3,4,1018.0,5,2,2,4,"Side salad,Soup",5,3,3,8
3,1,2,3,2,6,5,None,4,89.0,2,2,3,984.0,2,3,4,5,"Protein shake,Soup",4,4,0,3
4,1,2,3,3,1,3,None,4,92.3,3,2,6,2063.0,3,2,3,4,Side salad,3,3,1,0
4,2,2,3,1,1,1,None,4,61.4,3,1,5,1262.0,3,1,2,5,None,5,3,0,0
1,1,2,3,3,2,1,None,3,105.0,2,3,5,2350.0,5,2,3,4,None,3,4,0,8
1,2,2,3,2,5,1,None,3,51.7,3,3,2,450.0,4,2,3,4,"Protein shake,Soup",3,4,0,10
3,2,2,2,1,1,1,"Dairy,Soy",4,54.2,2,3,6,1056.0,4,3,1,3,Side salad,4,1,1,7
2,2,2,4,3,0,4,None,7,93.5,1,1,7,2917.0,2,1,2,5,Dessert pot,4,2,2,4
4,2,2,3,1,0,5,None,4,74.7,3,2,5,1722.0,3,2,1,4,"Protein shake,Dessert pot",2,3,0,4
4,4,4,5,2,3,1,None,7,89.1,3,3,8,2383.0,5,1,4,4,None,4,2,1,5
2,2,3,1,1,3,5,None,5,44.1,2,3,7,1368.0,4,2,5,4,"Protein shake,Side salad",2,4,0,8
1,1,2,5,2,6,1,Nuts,7,89.6,2,1,6,1937.0,1,2,3,5,None,2,4,0,0
3,2,1,1,3,3,1,"Gluten,Soy",5,49.2,3,3,7,1198.0,4,3,3,2,Dessert pot,3,2,0,5
2,1,3,1,2,3,1,None,6,61.4,2,3,6,1499.0,4,3,4,4,"Dessert pot,Side salad",3,2,3,4
4,1,2,1,2,4,1,"Shellfish,Soy",6,67.5,4,2,8,2206.0,3,2,1,3,"Protein shake,Side salad,Soup",5,2,1,0
2,2,4,4,2,7,1,None,4,79.8,2,3,4,1262.0,4,3,2,3,"Dessert pot,Soup",5,2,0,4
3,1,4,5,1,2,1,None,2,97.3,2,2,2,904.0,3,2,3,5,None,5,3,0,0
1,1,1,1,2,4,4,Dairy,3,57.4,4,4,2,412.0,5,3,4,3,None,5,2,2,8
3,1,4,5,4,1,1,None,11,100.8,3,2,13,3000.0,4,1,3,3,Soup,5,3,0,3
2,2,1,1,3,5,2,None,10,54.8,2,4,12,2536.0,5,3,5,2,"Side salad,Soup",4,1,0,2
2,2,2,3,1,1,1,"Gluten,Nuts",6,81.8,3,3,8,3000.0,4,2,3,3,Side salad,5,1,0,8
1,2,2,4,1,0,7,Shellfish,6,82.2,3,3,6,1683.0,4,3,3,2,Protein shake,5,4,0,4
3,1,1,1,4,5,6,None,4,75.7,3,4,4,1009.0,5,3,5,2,"Dessert pot,Side salad,Soup",2,4,3,10
4,2,3,2,2,5,6,None,5,61.5,1,3,7,2061.0,4,3,4,2,None,5,2,0,10
1,2,1,3,2,5,5,Soy,10,78.6,4,3,10,3000.0,4,2,1,4,Dessert pot,2,4,0,4
1,1,2,4,3,5,3,Shellfish,8,85.9,3,3,10,3000.0,4,2,3,2,None,5,2,1,6
1,1,2,5,1,2,1,None,21,99.9,3,3,21,3000.0,4,2,4,2,"Dessert pot,Side salad,Soup",4,2,0,4
3,1,3,4,2,3,5,None,5,99.7,3,4,7,2908.0,5,3,1,2,"Protein shake,Dessert pot",5,2,0,2
3,3,4,2,4,1,1,"Nuts,Soy",6,101.3,2,3,6,2620.0,4,2,4,4,"Protein shake,Side salad",4,2,0,7
2,2,3,3,3,4,1,"Gluten,Nuts,Shellfish",4,71.6,4,4,5,1710.0,5,3,3,3,None,5,2,3,7
1,2,2,2,1,4,1,"Nuts,Shellfish,Soy",7,63.7,2,3,9,1938.0,5,1,2,2,Protein shake,5,4,1,4
2,1,2,5,1,3,2,None,6,84.6,2,3,8,2301.0,4,2,3,3,None,3,2,0,5
2,2,1,1,1,1,1,"Gluten,Dairy,Shellfish",5,63.0,3,3,4,1017.0,5,2,3,2,Soup,5,1,0,5
2,2,1,1,3,1,7,Nuts,2,45.5,4,2,2,299.0,4,1,3,5,"Side salad,Soup",4,1,0,1
5,2,2,3,1,3,1,None,7,94.3,3,3,8,3000.0,5,1,3,4,None,4,4,3,7
1,3,2,2,1,1,5,"Gluten,Nuts,Shellfish",6,92.0,4,2,7,3000.0,3,2,4,4,None,5,1,2,8
3,1,2,2,4,0,1,None,8,76.7,3,1,9,3000.0,2,1,3,5,Dessert pot,4,3,0,2
2,1,3,4,1,3,4,None,2,92.4,3,3,2,670.0,4,3,5,4,None,4,4,0,2
2,2,2,4,1,2,4,"Nuts,Shellfish",6,77.1,3,3,6,2072.0,3,3,3,2,None,3,1,2,2
3,2,1,1,1,0,3,None,7,73.9,2,2,9,2796.0,4,1,4,3,"Dessert pot,Side salad,Soup",4,3,2,9
3,2,2,4,1,2,2,Soy,7,71.2,4,2,9,2173.0,2,3,2,5,Soup,5,3,0,1
5,1,4,4,2,5,5,None,3,96.3,1,3,5,1977.0,5,2,3,3,"Protein shake,Side salad",4,1,0,5
1,2,3,2,4,1,1,None,6,61.9,3,3,7,2008.0,4,2,3,3,None,5,2,0,3
1,1,4,3,3,2,2,None,5,200.0,3,1,6,3000.0,1,2,2,5,None,5,4,2,2
3,1,1,2,2,3,5,None,2,67.0,3,3,4,1140.0,4,3,3,3,"Protein shake,Soup",4,2,2,8
2,2,5,2,2,5,1,Shellfish,4,92.8,3,4,6,1819.0,5,3,4,3,"Protein shake,Dessert pot,Side salad",5,3,0,7
2,2,2,3,2,6,2,Nuts,2,103.7,2,3,3,1411.0,5,2,1,4,Protein shake,1,2,1,5
1,1,1,2,1,6,1,None,2,70.6,3,3,4,997.0,4,3,3,2,"Dessert pot,Side salad,Soup",1,2,3,2
1,1,5,1,1,2,5,Soy,2,56.4,3,1,3,706.0,2,2,5,4,Soup,5,2,0,0
4,1,2,3,4,0,5,None,6,99.2,4,4,6,2404.0,5,2,3,2,Side salad,5,1,0,10
1,1,2,2,1,0,1,Gluten,3,77.9,2,3,4,1270.0,5,1,2,3,Dessert pot,4,3,0,1
2,2,2,2,1,1,1,None,3,67.9,3,1,4,979.0,2,1,3,5,"Protein shake,Dessert pot",5,1,0,4
1,2,2,3,2,5,4,None,3,71.7,3,1,5,1468.0,2,2,3,4,Dessert pot,4,3,3,0
2,1,4,5,2,7,2,None,12,115.7,3,3,12,3000.0,4,2,2,2,"Protein shake,Dessert pot",3,2,1,9
1,2,2,2,1,1,5,Gluten,6,61.8,2,2,8,1919.0,4,1,2,3,"Protein shake,Dessert pot,Soup",4,1,1,6
2,2,2,2,1,2,4,Soy,5,66.1,2,3,4,1114.0,4,2,3,4,"Protein shake,Soup",2,2,0,8
1,2,2,3,2,3,5,Dairy,5,79.4,3,1,4,1114.0,3,1,3,4,None,4,4,0,1
4,1,2,5,3,4,6,"Gluten,Nuts,Soy",9,78.1,3,2,9,2826.0,2,3,3,3,Dessert pot,3,2,1,3
1,2,2,3,1,0,3,"Shellfish,Soy",5,83.9,3,3,7,2553.0,4,2,5,3,Dessert pot,5,3,0,6
2,1,2,4,2,7,5,None,7,195.3,4,2,9,3000.0,3,2,3,3,Protein shake,5,4,1,1
4,1,2,3,2,8,5,Dairy,3,92.8,2,2,4,1432.0,3,2,2,4,Protein shake,2,2,2,3
3,1,2,4,3,1,3,Nuts,5,87.1,3,3,5,1508.0,4,3,3,3,Dessert pot,4,3,2,1
2,2,4,2,1,2,5,None,7,80.5,3,3,7,2359.0,3,3,3,3,Protein shake,5,3,3,5
2,1,2,2,1,0,5,None,5,68.9,3,3,5,1170.0,4,3,3,4,None,4,2,1,4
2,1,2,2,2,5,1,None,5,64.1,3,3,7,1795.0,4,2,2,3,"Dessert pot,Side salad",2,1,2,8
3,1,2,3,3,1,6,None,4,91.4,3,1,5,1616.0,2,1,3,4,Side salad,3,3,3,3
5,2,2,5,1,1,4,None,6,111.1,3,3,6,2340.0,4,2,3,2,Soup,4,1,1,5
3,2,3,4,2,5,1,None,5,74.3,3,3,5,1246.0,4,3,3,3,Protein shake,2,4,0,7
2,1,5,1,1,0,5,None,4,69.9,3,1,5,1318.0,2,2,3,5,"Protein shake,Soup",3,2,0,2
3,2,2,2,1,1,1,None,6,58.2,3,3,7,1869.0,4,3,3,2,Side salad,4,1,1,6
2,2,4,3,2,10,5,None,9,84.1,4,2,8,2804.0,3,1,3,3,"Protein shake,Dessert pot,Soup",4,1,1,3
1,2,2,2,1,0,6,Soy,5,69.0,2,1,7,2148.0,3,1,3,5,None,2,1,1,3
2,1,2,3,3,1,1,None,6,81.1,1,2,5,1372.0,3,2,4,4,Side salad,5,3,1,2
5,2,2,5,3,5,5,None,7,101.0,3,3,8,2991.0,4,2,1,4,None,4,1,1,8
1,2,2,5,2,3,5,"Dairy,Soy",5,108.5,3,3,5,2073.0,4,2,2,3,Soup,5,1,0,8
3,2,2,4,2,4,5,Shellfish,5,89.2,3,2,4,1633.0,3,2,5,4,"Dessert pot,Soup",3,2,2,5
1,1,4,4,2,3,3,None,7,100.3,3,4,8,3000.0,5,3,2,1,Soup,3,1,1,8
2,2,2,3,1,0,1,Shellfish,2,86.8,2,2,1,346.0,3,2,3,4,Protein shake,4,1,2,5
1,2,4,2,3,1,1,None,14,84.8,1,2,13,3000.0,3,1,4,3,None,4,1,1,6
2,2,3,2,4,2,1,None,3,71.5,3,2,5,1579.0,3,2,4,4,Soup,3,1,0,7
3,1,2,3,1,2,3,None,3,65.4,4,1,4,1209.0,2,2,4,5,"Dessert pot,Side salad",3,2,0,1
2,1,2,3,1,2,5,None,7,84.7,3,4,7,2407.0,5,3,5,1,Soup,5,1,0,5
3,2,2,2,1,2,7,None,5,60.6,3,3,4,793.0,4,3,3,4,Protein shake,2,2,0,4
3,2,5,1,3,5,1,None,3,38.4,2,3,2,279.0,5,1,3,2,"Protein shake,Side salad",4,2,0,1
4,1,2,3,3,7,1,Gluten,6,79.5,3,2,7,2445.0,4,1,2,3,Dessert pot,5,2,1,4
1,2,1,3,3,3,5,"Dairy,Soy",10,102.7,3,3,11,3000.0,4,2,2,4,Side salad,5,2,0,8
2,1,2,2,3,1,1,"Gluten,Shellfish",3,68.7,2,3,3,866.0,5,2,3,3,None,5,3,0,5
1,2,2,3,2,5,6,None,5,88.8,2,1,4,1435.0,3,1,3,5,None,3,3,1,0
5,2,1,2,3,3,4,None,4,68.5,3,2,4,1275.0,3,2,3,3,"Protein shake,Dessert pot",4,3,0,2
4,2,1,1,3,3,4,Soy,4,75.1,1,1,5,1386.0,3,1,3,5,Soup,4,2,0,5
2,2,2,3,2,5,1,Shellfish,5,98.0,2,2,6,2301.0,3,2,2,4,None,3,2,2,7
4,1,2,5,2,4,1,None,1,100.2,3,3,1,331.0,4,3,1,3,Side salad,3,3,1,10
2,2,2,2,3,2,1,None,6,81.9,3,2,8,2940.0,3,2,4,4,Dessert pot,3,2,0,0
3,1,2,5,2,5,1,None,2,81.9,3,3,3,914.0,5,2,4,4,Side salad,2,1,1,4
1,2,2,2,3,11,4,None,4,64.1,3,1,5,1396.0,1,3,3,5,"Protein shake,Soup",5,1,0,3
3,2,2,2,3,0,1,None,13,78.2,3,2,12,3000.0,3,1,3,4,None,4,2,3,4
1,2,2,4,3,4,2,None,9,82.6,3,4,11,3000.0,5,2,2,1,Side salad,5,1,0,10
4,1,2,4,3,3,5,None,4,89.0,3,2,3,1270.0,4,1,3,3,None,3,3,1,6
3,2,2,5,2,3,4,None,1,84.0,2,3,2,664.0,5,1,1,4,None,4,1,3,5
3,1,2,4,3,0,2,"Dairy,Shellfish",6,111.2,2,2,5,2209.0,3,2,2,3,None,4,2,1,0
1,1,1,3,2,4,5,None,8,93.6,2,2,10,3000.0,3,1,1,4,Side salad,4,2,0,3
2,2,1,2,1,1,2,Dairy,7,60.7,3,4,7,2023.0,5,2,3,1,Soup,4,1,1,6
2,1,1,2,1,7,1,None,5,55.5,2,2,5,1136.0,4,1,3,3,"Dessert pot,Soup",4,4,0,8
2,2,4,3,2,2,4,Dairy,7,88.1,3,2,7,2046.0,3,2,3,4,"Protein shake,Dessert pot",4,1,1,1
1,1,3,2,2,5,5,Soy,6,62.4,3,2,7,1793.0,3,2,3,4,Protein shake,5,1,2,4
4,1,3,4,4,1,3,None,6,84.4,4,1,8,2613.0,2,1,2,5,Soup,5,1,0,0
2,2,3,2,2,5,1,None,6,111.7,3,4,5,2467.0,5,3,3,3,Dessert pot,5,1,1,7
2,2,2,3,2,4,1,None,6,70.1,2,3,8,2067.0,4,2,4,3,Dessert pot,5,3,1,4
2,1,2,2,1,1,1,None,4,73.2,4,3,6,2055.0,4,2,5,2,None,3,1,1,5
2,2,2,3,1,2,1,None,7,80.2,3,4,6,2156.0,5,2,2,3,None,4,2,0,5
3,2,1,1,3,2,3,None,8,56.4,3,3,10,2099.0,5,1,5,2,None,4,2,1,0
2,2,2,1,1,0,4,None,4,73.6,2,3,6,1662.0,5,2,3,2,Protein shake,4,3,0,2
4,1,3,4,3,4,3,"Nuts,Shellfish",3,89.4,4,3,3,1080.0,4,2,3,3,"Protein shake,Dessert pot",3,1,0,6
2,2,2,2,3,4,1,None,1,67.5,1,2,1,227.0,3,3,4,5,None,1,1,0,8
5,2,2,3,2,4,1,Soy,6,80.2,1,3,5,1726.0,4,3,3,4,"Dessert pot,Soup",5,2,2,8
4,2,2,2,3,3,4,None,2,70.0,2,1,2,584.0,3,1,2,5,Side salad,3,1,2,0
1,1,2,1,2,5,5,None,3,66.3,3,3,5,1230.0,5,1,2,4,"Protein shake,Soup",4,1,3,7
4,2,2,2,1,3,5,None,4,70.7,3,1,6,1790.0,3,1,4,5,Soup,1,2,0,2
1,2,4,4,3,4,1,None,9,73.0,4,2,8,1961.0,3,1,5,4,Protein shake,4,2,1,7
